PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33546643","Early childhood factors associated with obesity at age 8 in Vietnamese children: The Young Lives Cohort Study","Nguyen T, Sokal-Gutierrez K, Lahiff M, Fernald L, Ivey SL.","BMC Public Health. 2021 Feb 5;21(1):301. doi: 10.1186/s12889-021-10292-z.","Nguyen T","BMC Public Health","2021","2021/02/06","PMC7866641","","10.1186/s12889-021-10292-z"
"33541310","The process of culturally adapting the Healthy Beginnings early obesity prevention program for Arabic and Chinese mothers in Australia","Marshall S, Taki S, Love P, Laird Y, Kearney M, Tam N, Baur LA, Rissel C, Wen LM.","BMC Public Health. 2021 Feb 4;21(1):284. doi: 10.1186/s12889-021-10270-5.","Marshall S","BMC Public Health","2021","2021/02/05","PMC7863271","","10.1186/s12889-021-10270-5"
"33537285","Physical Activity Drops During Summer Holidays for 6- to 9-Year-Old Children","Volmut T, Pišot R, Planinšec J, Šimunič B.","Front Public Health. 2021 Jan 18;8:631141. doi: 10.3389/fpubh.2020.631141. eCollection 2020.","Volmut T","Front Public Health","2021","2021/02/04","PMC7848070","","10.3389/fpubh.2020.631141"
"33530570","Childhood Obesity and COVID-19 Lockdown: Remarks on Eating Habits of Patients Enrolled in a Food-Education Program","Nicodemo M, Spreghini MR, Manco M, Wietrzykowska Sforza R, Morino G.","Nutrients. 2021 Jan 26;13(2):383. doi: 10.3390/nu13020383.","Nicodemo M","Nutrients","2021","2021/02/03","PMC7911357","","10.3390/nu13020383"
"33524680","Ambient air pollution and obesity in school-aged children and adolescents: A multicenter study in China","Zhang Z, Dong B, Chen G, Song Y, Li S, Yang Z, Dong Y, Wang Z, Ma J, Guo Y.","Sci Total Environ. 2021 Jun 1;771:144583. doi: 10.1016/j.scitotenv.2020.144583. Epub 2021 Jan 18.","Zhang Z","Sci Total Environ","2021","2021/02/01","","","10.1016/j.scitotenv.2020.144583"
"33514341","The increase in child obesity in Switzerland is mainly due to migration from Southern Europe - a cross-sectional study","Eiholzer U, Fritz C, Stephan A.","BMC Public Health. 2021 Jan 29;21(1):243. doi: 10.1186/s12889-021-10213-0.","Eiholzer U","BMC Public Health","2021","2021/01/30","PMC7845097","","10.1186/s12889-021-10213-0"
"33514334","Does obesity persist from childhood to adolescence? A 4-year prospective cohort study of chinese students in Hong Kong","Tung JY, Ho FK, Tung KT, Wong RS, Wong WH, Chow BC, Ip P.","BMC Pediatr. 2021 Jan 29;21(1):60. doi: 10.1186/s12887-021-02504-7.","Tung JY","BMC Pediatr","2021","2021/01/30","PMC7844914","","10.1186/s12887-021-02504-7"
"33513381","Long-term exposure to ambient air pollution and obesity in school-aged children and adolescents in Jiangsu province of China","Zheng H, Xu Z, Wang Q, Ding Z, Zhou L, Xu Y, Su H, Li X, Zhang F, Cheng J.","Environ Res. 2021 Apr;195:110804. doi: 10.1016/j.envres.2021.110804. Epub 2021 Jan 26.","Zheng H","Environ Res","2021","2021/01/29","","","10.1016/j.envres.2021.110804"
"33509858","Bardet-Biedl syndrome presenting with laryngeal web and bifid epiglottis","Kaur P, Chaudhry C, Neelam H, Panigrahi I.","BMJ Case Rep. 2021 Jan 28;14(1):e236325. doi: 10.1136/bcr-2020-236325.","Kaur P","BMJ Case Rep","2021","2021/01/29","PMC7845671","","10.1136/bcr-2020-236325"
"33509145","Mothers' nonstandard work schedules and adolescent obesity: a population-based cross-sectional study in the Tokyo metropolitan area","Kachi Y, Abe A, Eguchi H, Inoue A, Tsutsumi A.","BMC Public Health. 2021 Jan 28;21(1):237. doi: 10.1186/s12889-021-10279-w.","Kachi Y","BMC Public Health","2021","2021/01/29","PMC7845102","","10.1186/s12889-021-10279-w"
"33500107","Association of abdominal obesity and high blood pressure with left ventricular hypertrophy and geometric remodeling in Chinese children","Zhang Y, Zhao M, Bovet P, Xi B.","Nutr Metab Cardiovasc Dis. 2021 Jan 4;31(1):306-313. doi: 10.1016/j.numecd.2020.09.007. Epub 2020 Sep 11.","Zhang Y","Nutr Metab Cardiovasc Dis","2021","2021/01/27","","","10.1016/j.numecd.2020.09.007"
"33494733","Prediction model study of overweight and obesity in preschool children with allergic diseases from an ecological perspective","Han JW, Kim DJ.","BMC Pediatr. 2021 Jan 25;21(1):53. doi: 10.1186/s12887-021-02515-4.","Han JW","BMC Pediatr","2021","2021/01/26","PMC7831245","","10.1186/s12887-021-02515-4"
"33490029","Pediatric Obesity: An Economic Perspective","Albrecht NM, Iyengar BS.","Front Public Health. 2021 Jan 8;8:619647. doi: 10.3389/fpubh.2020.619647. eCollection 2020.","Albrecht NM","Front Public Health","2021","2021/01/25","PMC7820704","","10.3389/fpubh.2020.619647"
"33487495","Short duration of sleep and incidence of overweight or obesity in Chinese children and adolescents: A systematic review and meta-analysis of prospective studies","Guo Y, Miller MA, Cappuccio FP.","Nutr Metab Cardiovasc Dis. 2021 Feb 8;31(2):363-371. doi: 10.1016/j.numecd.2020.11.001. Epub 2020 Nov 11.","Guo Y","Nutr Metab Cardiovasc Dis","2021","2021/01/25","","","10.1016/j.numecd.2020.11.001"
"33485354","School-based gardening, cooking and nutrition intervention increased vegetable intake but did not reduce BMI: Texas sprouts - a cluster randomized controlled trial","Davis JN, Pérez A, Asigbee FM, Landry MJ, Vandyousefi S, Ghaddar R, Hoover A, Jeans M, Nikah K, Fischer B, Pont SJ, Richards D, Hoelscher DM, Van Den Berg AE.","Int J Behav Nutr Phys Act. 2021 Jan 23;18(1):18. doi: 10.1186/s12966-021-01087-x.","Davis JN","Int J Behav Nutr Phys Act","2021","2021/01/24","PMC7825209","","10.1186/s12966-021-01087-x"
"33482774","Acceptability and appropriateness of a novel parent-staff co-leadership model for childhood obesity prevention in Head Start: a qualitative interview study","Beckerman-Hsu JP, Gago C, Aftosmes-Tobio A, Jurkowski JM, Lansburg K, Leonard J, Torrico M, Haneuse S, Subramanian SV, Kenney EL, Davison KK.","BMC Public Health. 2021 Jan 22;21(1):201. doi: 10.1186/s12889-021-10159-3.","Beckerman-Hsu JP","BMC Public Health","2021","2021/01/23","PMC7825243","","10.1186/s12889-021-10159-3"
"33482708","Reinventing health promotion for healthy default beverage laws in the face of COVID-19","McGurk MD, Pirkle CM, Beckelman T, Lee J, Inoue K, Yang A, Hansen-Smith H, Sentell T.","Glob Health Promot. 2021 Mar;28(1):79-83. doi: 10.1177/1757975920986696. Epub 2021 Jan 22.","McGurk MD","Glob Health Promot","2021","2021/01/23","","","10.1177/1757975920986696"
"33477722","Preliminary Results of the Planet Nutrition Program on Obesity Parameters in Mexican Schoolchildren: Pilot Single-School Randomized Controlled Trial","Ramírez-Rivera DL, Martínez-Contreras T, Villegas-Valle RC, Henry-Mejia G, Quizán-Plata T, Haby MM, Díaz-Zavala RG.","Int J Environ Res Public Health. 2021 Jan 18;18(2):790. doi: 10.3390/ijerph18020790.","Ramírez-Rivera DL","Int J Environ Res Public Health","2021","2021/01/22","PMC7832271","","10.3390/ijerph18020790"
"33463095","The Impact of the Coronavirus Disease-2019 Pandemic on Childhood Obesity and Vitamin D Status","Kang HM, Jeong DC, Suh BK, Ahn MB.","J Korean Med Sci. 2021 Jan 18;36(3):e21. doi: 10.3346/jkms.2021.36.e21.","Kang HM","J Korean Med Sci","2021","2021/01/19","PMC7813584","","10.3346/jkms.2021.36.e21"
"33456118","Regional and sociodemographic determinants of the prevalence of overweight and obesity in children aged 7-9 years in Croatia","Musić Milanović S, Lang Morović M, Bukal D, Križan H, Buoncristiano M, Breda J.","Acta Clin Croat. 2020 Jun;59(2):303-311. doi: 10.20471/acc.2020.59.02.14.","Musić Milanović S","Acta Clin Croat","2020","2021/01/18","PMC7808219","","10.20471/acc.2020.59.02.14"
"33448710","Understanding gastroesophageal reflux disease in children","Friedman C, Sarantos G, Katz S, Geisler S.","JAAPA. 2021 Feb 1;34(2):12-18. doi: 10.1097/01.JAA.0000731488.99461.39.","Friedman C","JAAPA","2021","2021/01/15","","","10.1097/01.JAA.0000731488.99461.39"
"33445823","Impact of early-life weight status on urinary tract infections in children: a nationwide population-based study in Korea","Yim HE, Han KD, Kim B, Yoo KH.","Epidemiol Health. 2021;43:e2021005. doi: 10.4178/epih.e2021005. Epub 2020 Dec 29.","Yim HE","Epidemiol Health","2021","2021/01/15","PMC8060518","","10.4178/epih.e2021005"
"33429254","Do additional SNAP benefits matter for child weight?: Evidence from the 2009 benefit increase","Hudak KM, Racine EF.","Econ Hum Biol. 2021 May;41:100966. doi: 10.1016/j.ehb.2020.100966. Epub 2020 Dec 25.","Hudak KM","Econ Hum Biol","2021","2021/01/11","","","10.1016/j.ehb.2020.100966"
"33422066","Process evaluations of early childhood obesity prevention interventions delivered via telephone or text messages: a systematic review","Ekambareshwar M, Ekambareshwar S, Mihrshahi S, Wen LM, Baur LA, Laws R, Taki S, Rissel C.","Int J Behav Nutr Phys Act. 2021 Jan 9;18(1):10. doi: 10.1186/s12966-020-01074-8.","Ekambareshwar M","Int J Behav Nutr Phys Act","2021","2021/01/10","PMC7796572","","10.1186/s12966-020-01074-8"
"33419088","General Parenting and Hispanic Mothers' Feeding Practices and Styles","Power TG, Fisher JO, O'Connor TM, Micheli N, Papaioannou MA, Hughes SO.","Int J Environ Res Public Health. 2021 Jan 6;18(2):380. doi: 10.3390/ijerph18020380.","Power TG","Int J Environ Res Public Health","2021","2021/01/09","PMC7825413","","10.3390/ijerph18020380"
"33413486","Associations between lifestyle interventions during pregnancy and childhood weight and growth: a systematic review and meta-analysis","Raab R, Michel S, Günther J, Hoffmann J, Stecher L, Hauner H.","Int J Behav Nutr Phys Act. 2021 Jan 7;18(1):8. doi: 10.1186/s12966-020-01075-7.","Raab R","Int J Behav Nutr Phys Act","2021","2021/01/08","PMC7792105","","10.1186/s12966-020-01075-7"
"33413215","Physical and psychosocial quality of life in children with overweight and obesity from Sri Lanka","Gunawardana S, Gunasinghe CB, Harshani MS, Seneviratne SN.","BMC Public Health. 2021 Jan 7;21(1):86. doi: 10.1186/s12889-020-10104-w.","Gunawardana S","BMC Public Health","2021","2021/01/08","PMC7792320","","10.1186/s12889-020-10104-w"
"33413203","Association of telomere length and telomerase methylation with n-3 fatty acids in preschool children with obesity","Liu X, Liu X, Shi Q, Fan X, Qi K.","BMC Pediatr. 2021 Jan 7;21(1):24. doi: 10.1186/s12887-020-02487-x.","Liu X","BMC Pediatr","2021","2021/01/08","PMC7788823","","10.1186/s12887-020-02487-x"
"33407291","Testing the feasibility of a sustainable preschool obesity prevention approach: a mixed-methods service evaluation of a volunteer-led HENRY programme","Howlett N, Roberts KPJ, Swanston D, Edmunds LD, Willis TA.","BMC Public Health. 2021 Jan 6;21(1):46. doi: 10.1186/s12889-020-10031-w.","Howlett N","BMC Public Health","2021","2021/01/07","PMC7789777","","10.1186/s12889-020-10031-w"
"33407256","Association of gestational diabetes mellitus with offspring weight status across infancy: a prospective birth cohort study in China","Hu J, Liu Y, Wei X, Li L, Gao M, Liu Y, Ma Y, Wen D.","BMC Pregnancy Childbirth. 2021 Jan 6;21(1):21. doi: 10.1186/s12884-020-03494-7.","Hu J","BMC Pregnancy Childbirth","2021","2021/01/07","PMC7789150","","10.1186/s12884-020-03494-7"
"33375469","Association between Obesity and Overweight and Cardiorespiratory and Muscle Performance in Adolescents","Petrovics P, Sandor B, Palfi A, Szekeres Z, Atlasz T, Toth K, Szabados E.","Int J Environ Res Public Health. 2020 Dec 27;18(1):134. doi: 10.3390/ijerph18010134.","Petrovics P","Int J Environ Res Public Health","2020","2020/12/30","PMC7796204","","10.3390/ijerph18010134"
"33373978","Can a Multicomponent-Overnight Camp Increase Physical Activity Among Danish Children? A Retrospective Cross-Sectional Study","Jakobsen DD, Schipperijn J, Bruun JM.","J Phys Act Health. 2021 Dec 29;18(1):37-43. doi: 10.1123/jpah.2020-0101.","Jakobsen DD","J Phys Act Health","2021","2020/12/29","","","10.1123/jpah.2020-0101"
"33373671","A Cluster Mediation Analysis Confirms the Validity of the ""Fat but Fit"" Paradigm in Children's Cognitive Function and Academic Achievement","Martinez-Vizcaino V, Álvarez-Bueno C, Sanchez-Lopez M, Jimenez-Lopez E, Soriano-Cano A, Ortega FB, Cavero-Redondo I, Garrido-Miguel M.","J Pediatr. 2021 Apr;231:231-238.e1. doi: 10.1016/j.jpeds.2020.12.062. Epub 2020 Dec 26.","Martinez-Vizcaino V","J Pediatr","2021","2020/12/29","","","10.1016/j.jpeds.2020.12.062"
"33339516","COVID-19 and children with Down syndrome: is there any real reason to worry? Two case reports with severe course","Kantar A, Mazza A, Bonanomi E, Odoni M, Seminara M, Verde ID, Lovati C, Bolognini S, D'Antiga L.","BMC Pediatr. 2020 Dec 18;20(1):561. doi: 10.1186/s12887-020-02471-5.","Kantar A","BMC Pediatr","2020","2020/12/19","PMC7746520","","10.1186/s12887-020-02471-5"
"33373361","Association of macro-level determinants with adolescent overweight and suicidal ideation with planning: A cross-sectional study of 21 Latin American and Caribbean Countries","Elia C, Karamanos A, Dregan A, O'Keeffe M, Wolfe I, Sandall J, Morgan C, Cruickshank JK, Gobin R, Wilks R, Harding S.","PLoS Med. 2020 Dec 29;17(12):e1003443. doi: 10.1371/journal.pmed.1003443. eCollection 2020 Dec.","Elia C","PLoS Med","2020","2020/12/29","PMC7771665","","10.1371/journal.pmed.1003443"
"33372118","Improving Toddlers' Healthy Eating Habits and Self-regulation: A Randomized Controlled Trial","Nix RL, Francis LA, Feinberg ME, Gill S, Jones DE, Hostetler ML, Stifter CA.","Pediatrics. 2021 Jan;147(1):e20193326. doi: 10.1542/peds.2019-3326.","Nix RL","Pediatrics","2021","2020/12/29","PMC7780956","","10.1542/peds.2019-3326"
"33371029","Relationship between primary school healthy eating and physical activity promoting environments and children's dietary intake, physical activity and weight status: a longitudinal study in the West Midlands, UK","Garden EM, Pallan M, Clarke J, Griffin T, Hurley K, Lancashire E, Sitch AJ, Passmore S, Adab P.","BMJ Open. 2020 Dec 22;10(12):e040833. doi: 10.1136/bmjopen-2020-040833.","Garden EM","BMJ Open","2020","2020/12/29","PMC7757477","","10.1136/bmjopen-2020-040833"
"33365012","Six-Week Exercise Training With Dietary Restriction Improves Central Hemodynamics Associated With Altered Gut Microbiota in Adolescents With Obesity","Huang J, Liao J, Fang Y, Deng H, Yin H, Shen B, Hu M.","Front Endocrinol (Lausanne). 2020 Dec 7;11:569085. doi: 10.3389/fendo.2020.569085. eCollection 2020.","Huang J","Front Endocrinol (Lausanne)","2020","2020/12/28","PMC7750456","","10.3389/fendo.2020.569085"
"33362710","Cytokines, Adipokines, and Bone Markers at Rest and in Response to Plyometric Exercise in Obese vs Normal Weight Adolescent Females","Kurgan N, McKee K, Calleja M, Josse AR, Klentrou P.","Front Endocrinol (Lausanne). 2020 Dec 11;11:531926. doi: 10.3389/fendo.2020.531926. eCollection 2020.","Kurgan N","Front Endocrinol (Lausanne)","2020","2020/12/28","PMC7759614","","10.3389/fendo.2020.531926"
"33358845","Adjusting for Pubertal Status Reduces Overweight and Obesity Prevalence in the United States","Bomberg EM, Addo OY, Sarafoglou K, Miller BS.","J Pediatr. 2021 Apr;231:200-206.e1. doi: 10.1016/j.jpeds.2020.12.038. Epub 2021 Jan 16.","Bomberg EM","J Pediatr","2021","2020/12/28","PMC8005467","NIHMS1658670","10.1016/j.jpeds.2020.12.038"
"33346848","Effects of Fecal Microbiome Transfer in Adolescents With Obesity: The Gut Bugs Randomized Controlled Trial","Leong KSW, Jayasinghe TN, Wilson BC, Derraik JGB, Albert BB, Chiavaroli V, Svirskis DM, Beck KL, Conlon CA, Jiang Y, Schierding W, Vatanen T, Holland DJ, O'Sullivan JM, Cutfield WS.","JAMA Netw Open. 2020 Dec 1;3(12):e2030415. doi: 10.1001/jamanetworkopen.2020.30415.","Leong KSW","JAMA Netw Open","2020","2020/12/21","PMC7753902","","10.1001/jamanetworkopen.2020.30415"
"33341993","Low cardiorespiratory fitness and obesity for ADHD in childhood and adolescence: A 6-year cohort study","Muntaner-Mas A, Ortega FB, Femia P, Kiive E, Eensoo D, Mäestu J, Franke B, Reif A, Faraone SV, Harro J.","Scand J Med Sci Sports. 2021 Apr;31(4):903-913. doi: 10.1111/sms.13905. Epub 2021 Jan 8.","Muntaner-Mas A","Scand J Med Sci Sports","2021","2020/12/20","","","10.1111/sms.13905"
"33339166","Multi-Year Examination of School-Based Programs in Preventing Childhood Obesity: A Case of a State Policy in the U.S","Jang CY, Gim NG, Kim Y, Kim T.","Int J Environ Res Public Health. 2020 Dec 16;17(24):9425. doi: 10.3390/ijerph17249425.","Jang CY","Int J Environ Res Public Health","2020","2020/12/19","PMC7765664","","10.3390/ijerph17249425"
"33338085","Assessment of body mass index in a pediatric population aged 7-17 from Ukraine according to various international criteria-A cross-sectional study","Dereń K, Wyszyńska J, Nyankovskyy S, Nyankovska O, Yatsula M, Łuszczki E, Sobolewski M, Mazur A.","PLoS One. 2020 Dec 18;15(12):e0244300. doi: 10.1371/journal.pone.0244300. eCollection 2020.","Dereń K","PLoS One","2020","2020/12/18","PMC7748136","","10.1371/journal.pone.0244300"
"33337556","Waist circumference-to-height ratio and body mass index for obesity classification in Irish children","Mitchell L, Bel-Serrat S, Heinen M, Mehegan J, Murrin C, O'Brien S, Stanley I, Kelleher C.","Acta Paediatr. 2021 May;110(5):1541-1547. doi: 10.1111/apa.15724. Epub 2020 Dec 25.","Mitchell L","Acta Paediatr","2021","2020/12/18","","","10.1111/apa.15724"
"33332387","Drivers of food consumption among overweight mother-child dyads in Malawi","Thakwalakwa C, Flax VL, Phuka JC, Garcia H, Jaacks LM.","PLoS One. 2020 Dec 17;15(12):e0243721. doi: 10.1371/journal.pone.0243721. eCollection 2020.","Thakwalakwa C","PLoS One","2020","2020/12/17","PMC7745992","","10.1371/journal.pone.0243721"
"33327418","Comparative Analysis of the Effects of Daily Eating Habits and Physical Activity on Anthropometric Parameters in Elementary School Children in Latvia: Pach Study","Justamente I, Raudeniece J, Ozolina-Moll L, Guadalupe-Grau A, Reihmane D.","Nutrients. 2020 Dec 14;12(12):3818. doi: 10.3390/nu12123818.","Justamente I","Nutrients","2020","2020/12/17","PMC7764828","","10.3390/nu12123818"
